model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,42619.46,2024-07-29,2024-09-25,Illinois,307.9,0,87.2,8.2,5,151.4,641
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,42808.04,2024-09-22,2024-11-15,New Jersey,285.1,0,87.1,8.2,5,161.3,559
Tesla Model X,Performance,Pearl White,Electric,Automatic,134863.45,2024-10-30,2024-11-15,Nevada,331.7,0,65.7,0.7,7,160.5,448
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,45755.49,2025-03-02,2025-04-20,New Jersey,317.7,0,99.8,3.4,5,169.9,598
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,79225.8,2023-10-17,2023-11-22,Colorado,329.2,0,99.6,5.9,5,146.7,566
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,87421.24,2023-04-01,2023-06-21,Washington,384.5,0,64.1,11.7,5,157.8,523
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,107630.72,2024-05-18,2024-06-10,Massachusetts,328.3,0,73.6,4.2,5,151.2,511
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,99943.94,2024-07-30,2024-10-25,California,394.6,0,69.8,2.0,5,154.4,643
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,135442.09,2024-09-14,2024-10-09,Virginia,305.7,0,63.7,8.3,7,155.9,579
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,230128.78,2023-12-31,2024-03-14,New Jersey,558.7,0,77.1,10.4,5,168.7,476
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,66029.12,2024-04-09,2024-06-22,Connecticut,278.6,0,93.3,1.3,7,152.5,556
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,51010.6,2023-07-24,2023-08-06,Connecticut,305.4,0,81.3,3.6,7,169.7,780
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,49368.65,2023-10-15,2023-11-17,Illinois,294.0,0,97.9,0.7,7,147.7,453
Tesla Model S,Plaid,Pearl White,Electric,Automatic,126511.48,2024-02-21,2024-05-07,New Jersey,345.8,0,69.9,8.2,5,164.2,510
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,74045.68,2024-11-08,2025-01-28,California,442.7,0,96.9,8.8,5,144.4,584
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,118641.62,2023-08-04,2023-10-21,Colorado,335.7,0,76.1,3.6,7,162.1,822
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,49265.5,2024-08-18,2024-09-10,Texas,277.9,0,75.9,9.1,5,152.9,591
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,216714.05,2024-07-05,2024-07-25,California,567.3,0,64.0,9.1,5,162.3,503
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,45078.96,2024-01-14,2024-02-20,Colorado,269.1,0,78.6,3.9,5,144.0,634
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,89559.04,2024-06-19,2024-08-21,Connecticut,340.8,0,92.7,4.1,5,152.8,601
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,49874.19,2023-08-01,2023-09-10,Texas,315.5,0,91.6,1.3,5,159.3,605
Tesla Roadster,Performance,Red Multi-Coat,Electric,Automatic,221235.63,2023-05-25,2023-07-17,Texas,573.4,0,66.8,0.9,5,148.3,440
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,62143.36,2024-01-22,2024-03-18,Washington,258.6,0,92.4,4.4,5,143.9,538
Tesla Model X,Performance,Pearl White,Electric,Automatic,114717.68,2024-04-17,2024-07-09,Connecticut,313.6,0,60.2,3.6,7,141.6,780
Tesla Model X,Plaid,Solid Black,Electric,Automatic,129332.24,2023-11-29,2023-12-17,Virginia,316.6,0,77.1,10.1,7,145.0,882
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,49726.23,2024-03-30,2024-05-20,Texas,292.5,0,69.2,4.2,5,146.8,568
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,105940.33,2023-06-11,2023-09-08,Texas,397.6,0,84.1,6.0,5,146.1,445
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,240863.89,2025-01-13,2025-01-14,Washington,473.4,0,92.6,6.1,5,157.1,587
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,98418.29,2023-12-26,2024-03-03,Arizona,328.4,0,83.0,8.5,7,143.3,780
Tesla Model S,Long Range,Solid Black,Electric,Automatic,97519.1,2023-11-27,2024-02-05,Maryland,361.9,0,98.1,7.2,5,140.7,626
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,40312.59,2023-12-12,2024-01-26,Virginia,287.3,0,88.1,3.7,5,154.8,588
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,50983.29,2023-10-01,2023-11-06,Massachusetts,291.9,0,64.4,0.5,5,168.7,450
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,53392.62,2023-12-09,2024-01-14,California,306.2,0,63.5,2.7,5,160.4,427
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,73269.37,2023-07-24,2023-08-06,Florida,492.9,0,80.4,2.1,5,169.4,484
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,76494.5,2025-02-16,2025-04-17,Texas,369.7,0,64.9,9.8,5,151.4,433
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,124404.03,2023-07-01,2023-08-25,Texas,404.2,0,95.7,0.5,5,162.0,643
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,134643.24,2024-12-06,2024-12-21,Nevada,324.6,0,80.4,11.7,7,148.4,670
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,125334.79,2024-12-20,2025-01-26,Oregon,341.4,0,98.5,7.4,5,157.9,552
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,48016.63,2024-04-11,2024-06-20,Colorado,296.4,0,78.0,2.1,5,167.1,551
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,131389.35,2024-10-17,2024-11-29,Maryland,319.0,0,80.7,2.9,7,150.4,499
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,51655.96,2024-04-24,2024-07-04,Maryland,373.7,0,64.0,4.5,5,169.2,559
Tesla Cybertruck,Plaid,Red Multi-Coat,Electric,Automatic,50295.02,2023-09-25,2023-11-06,Connecticut,409.9,0,92.6,5.1,5,153.3,511
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,44918.14,2025-02-19,2025-03-20,Virginia,286.0,0,78.0,1.3,7,155.7,453
Tesla Model S,Plaid,Solid Black,Electric,Automatic,117008.88,2025-03-16,2025-04-08,Texas,348.7,0,83.4,1.4,5,157.1,618
Tesla Model S,Performance,Ultra Red,Electric,Automatic,100690.24,2023-07-23,2023-10-07,Florida,378.4,0,68.8,0.6,5,140.7,543
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,53397.6,2025-01-23,2025-03-14,Illinois,346.8,0,74.1,8.9,5,157.1,617
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,49585.61,2024-10-25,2024-11-15,Washington,278.4,0,84.8,1.8,7,155.5,821
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,68231.32,2024-03-31,2024-05-04,New York,400.7,0,69.5,4.2,5,159.8,590
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,50538.11,2024-08-06,2024-10-12,Connecticut,281.7,0,76.0,9.7,7,150.6,443
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,207363.29,2023-10-13,2023-12-15,Arizona,469.6,0,92.6,3.5,5,162.5,626
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,216683.83,2023-08-02,2023-10-09,Arizona,613.5,0,65.5,11.0,5,145.3,436
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,41359.64,2025-01-22,2025-04-04,Connecticut,305.5,0,70.8,11.0,5,149.6,545
Tesla Roadster,Long Range,Stealth Grey,Electric,Automatic,227625.28,2023-10-03,2023-10-07,Illinois,515.3,0,97.7,2.9,5,162.4,572
Tesla Model S,Plaid,Pearl White,Electric,Automatic,105152.99,2024-06-28,2024-07-09,New Jersey,404.0,0,92.2,8.3,5,142.9,597
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,76621.29,2024-12-07,2025-01-26,Nevada,331.8,0,61.7,4.5,5,141.6,478
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,67532.26,2024-12-26,2025-03-21,Texas,317.4,0,79.0,5.4,7,148.8,676
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,236375.17,2023-09-19,2023-11-25,New Jersey,403.4,0,66.9,2.4,5,154.2,511
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,52135.85,2025-03-05,2025-05-18,Massachusetts,323.3,0,66.2,3.5,7,140.7,636
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,221294.49,2023-06-09,2023-09-02,Virginia,484.3,0,85.8,11.1,5,162.1,533
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,94204.67,2024-03-02,2024-05-16,New Jersey,381.4,0,85.9,2.8,5,149.3,462
Tesla Model 3,Performance,Solid Black,Electric,Automatic,46481.23,2023-10-31,2023-11-25,Texas,292.4,0,83.8,2.9,5,162.4,616
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,134847.69,2023-12-14,2024-02-04,Oregon,343.7,0,82.1,1.2,7,142.7,841
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,66537.15,2024-12-03,2025-01-13,Oregon,412.7,0,75.7,4.9,5,161.3,426
Tesla Roadster,Performance,Pearl White,Electric,Automatic,211915.41,2024-05-11,2024-07-07,Florida,436.6,0,74.2,4.5,5,168.2,501
Tesla Model X,Long Range,Solid Black,Electric,Automatic,104105.32,2024-04-24,2024-06-02,Arizona,313.3,0,79.4,3.8,7,168.3,681
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,50518.9,2024-07-27,2024-10-05,Oregon,321.4,0,80.6,5.4,7,164.1,559
Tesla Model S,Performance,Pearl White,Electric,Automatic,90393.26,2025-02-23,2025-04-21,Illinois,384.7,0,73.0,8.0,5,148.6,561
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,99266.59,2023-10-08,2024-01-04,New Jersey,344.3,0,93.8,8.6,7,152.7,513
Tesla Model S,Long Range,Pearl White,Electric,Automatic,126033.22,2023-11-03,2023-11-20,Connecticut,336.0,0,96.3,8.7,5,150.0,442
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,201971.0,2023-10-17,2023-12-31,Oregon,514.2,0,77.7,0.7,5,163.8,444
Tesla Model X,Standard Range,Deep Blue Metallic,Electric,Automatic,99125.98,2024-10-03,2024-11-18,Illinois,344.4,0,86.8,11.3,7,140.1,814
Tesla Roadster,Performance,Solid Black,Electric,Automatic,231488.26,2024-08-24,2024-11-03,Connecticut,606.9,0,72.4,8.2,5,147.7,631
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,64461.13,2024-07-14,2024-09-18,Oregon,327.0,0,80.9,1.0,7,146.5,773
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,66980.03,2023-07-02,2023-07-29,Massachusetts,286.4,0,86.8,6.8,7,168.2,699
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,200765.32,2024-04-06,2024-04-07,Texas,488.5,0,87.5,8.8,5,145.4,451
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,70475.38,2024-11-08,2024-11-13,New Jersey,300.0,0,60.3,10.9,5,147.3,438
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,43990.69,2025-01-08,2025-02-17,Colorado,315.6,0,91.1,6.7,7,143.6,782
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,130745.77,2024-03-28,2024-05-24,Connecticut,311.7,0,62.3,7.6,7,161.3,728
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,125987.95,2024-10-03,2024-12-30,Illinois,354.5,0,64.7,8.5,5,152.4,505
Tesla Roadster,Performance,Pearl White,Electric,Automatic,234858.47,2025-01-15,2025-04-09,Arizona,447.2,0,66.4,11.0,5,155.2,638
Tesla Model X,Long Range,Midnight Silver Metallic,Electric,Automatic,91932.33,2024-08-01,2024-09-28,Oregon,345.7,0,66.8,2.8,7,142.3,542
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,234825.85,2024-08-26,2024-11-17,Illinois,460.7,0,69.6,8.1,5,143.3,430
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,215100.14,2025-03-13,2025-04-07,Maryland,597.7,0,70.4,7.6,5,167.0,581
Tesla Model S,Performance,Pearl White,Electric,Automatic,124894.92,2024-05-30,2024-06-12,California,391.6,0,90.1,2.0,5,161.2,521
Tesla Model S,Long Range,Solid Black,Electric,Automatic,117261.17,2023-07-25,2023-08-07,New York,404.9,0,92.2,9.7,5,148.4,637
Tesla Model S,Long Range,Pearl White,Electric,Automatic,112128.23,2024-06-21,2024-07-26,Maryland,360.0,0,97.5,9.3,5,147.2,623
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,72251.53,2024-06-18,2024-08-30,Maryland,256.9,0,85.1,7.7,5,140.3,546
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,96585.89,2024-11-24,2024-12-24,California,309.6,0,80.8,3.7,7,155.6,896
Tesla Model X,Plaid,Solid Black,Electric,Automatic,111800.31,2023-10-22,2023-11-14,New York,308.6,0,94.2,9.9,7,158.6,432
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,101334.59,2025-02-26,2025-04-14,Texas,368.1,0,63.9,11.0,5,160.1,555
Tesla Model S,Long Range,Pearl White,Electric,Automatic,101726.06,2024-12-04,2024-12-23,New York,364.9,0,99.9,4.3,5,145.2,581
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,58195.41,2024-08-05,2024-10-16,Florida,271.9,0,74.7,9.5,7,161.8,644
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,100882.85,2024-04-22,2024-05-12,California,329.8,0,71.4,1.6,7,147.9,736
Tesla Model 3,Long Range,Stealth Grey,Electric,Automatic,40237.14,2024-10-16,2024-10-31,New Jersey,290.0,0,87.9,2.9,5,164.1,594
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,244073.9,2024-10-06,2024-11-06,Texas,541.7,0,78.2,2.4,5,150.4,524
Tesla Roadster,Long Range,Ultra Red,Electric,Automatic,206993.37,2023-12-31,2024-01-18,Arizona,541.2,0,68.3,8.1,5,150.4,443
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,75298.18,2024-04-02,2024-05-31,New York,389.5,0,68.5,7.0,5,151.1,628
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,40409.69,2024-01-07,2024-02-10,Massachusetts,287.7,0,69.0,5.9,5,148.2,624
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,42428.0,2025-01-29,2025-02-18,Illinois,275.8,0,75.0,8.7,5,168.4,528
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,204417.11,2024-08-01,2024-09-01,Arizona,462.4,0,66.2,3.0,5,144.6,636
Tesla Model Y,Performance,Solid Black,Electric,Automatic,47053.76,2024-11-23,2025-01-15,Washington,301.5,0,78.5,1.1,7,150.8,561
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,63587.74,2023-12-16,2023-12-20,California,279.0,0,96.7,7.5,7,148.1,613
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,62809.99,2024-09-07,2024-09-15,California,292.6,0,93.3,8.6,7,154.2,827
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,51356.22,2025-01-10,2025-04-07,Florida,326.6,0,76.9,9.1,7,143.7,580
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,51930.23,2024-12-15,2025-01-11,Maryland,330.8,0,81.8,8.6,5,141.3,528
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,54521.31,2023-04-12,2023-06-16,Oregon,397.0,0,66.2,11.5,5,166.5,556
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,50339.0,2024-03-29,2024-04-03,Maryland,320.5,0,95.6,2.2,7,142.4,785
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,40145.36,2023-07-10,2023-07-13,Arizona,279.3,0,80.0,11.4,5,147.5,610
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,95490.88,2023-10-09,2023-12-09,Texas,336.3,0,84.4,11.8,7,160.3,490
Tesla Model Y,Long Range,Red Multi-Coat,Electric,Automatic,54583.73,2023-05-20,2023-06-10,California,328.3,0,72.4,2.3,7,158.9,634
Tesla Roadster,Long Range,Pearl White,Electric,Automatic,220384.76,2025-02-28,2025-04-28,Connecticut,517.1,0,65.4,1.7,5,140.2,457
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,78551.42,2024-05-17,2024-06-14,Florida,262.7,0,88.1,3.6,5,140.0,438
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,48711.32,2025-01-03,2025-01-25,Florida,287.0,0,96.6,0.7,7,142.1,562
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,129872.99,2023-09-25,2023-10-13,Oregon,338.8,0,86.8,5.8,5,153.2,615
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,53085.84,2024-01-20,2024-03-13,Colorado,270.2,0,81.0,1.8,7,158.4,560
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,53967.04,2024-09-23,2024-11-27,Florida,323.5,0,65.4,0.6,5,144.4,551
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,42295.26,2023-09-01,2023-11-06,Maryland,288.9,0,90.5,6.4,5,165.7,459
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,50331.15,2024-11-25,2024-12-17,Colorado,288.4,0,88.3,11.3,7,164.9,425
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,52587.61,2024-06-21,2024-08-11,Arizona,307.5,0,74.6,7.1,7,144.7,824
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,53405.61,2024-07-10,2024-07-30,Maryland,312.0,0,94.7,11.1,5,161.1,591
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,49837.13,2025-03-10,2025-05-24,Oregon,274.4,0,86.2,1.0,5,162.9,469
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,46631.07,2024-11-25,2024-12-12,Florida,283.6,0,93.4,2.8,7,146.1,766
Tesla Roadster,Performance,Pearl White,Electric,Automatic,202206.53,2025-02-12,2025-05-02,Oregon,442.9,0,99.1,6.1,5,150.8,526
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,40067.2,2024-08-09,2024-10-01,New Jersey,278.0,0,93.8,9.1,5,166.6,500
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,71665.94,2024-06-03,2024-07-06,Connecticut,450.4,0,81.2,8.1,5,157.0,632
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,65860.66,2023-12-11,2023-12-29,Nevada,271.9,0,96.3,8.4,7,163.0,639
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,110036.49,2024-12-06,2025-02-17,Massachusetts,328.2,0,63.8,6.8,7,163.7,452
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,101516.18,2024-07-23,2024-08-11,Florida,333.7,0,72.0,6.9,5,161.0,551
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,54037.2,2024-06-01,2024-08-15,Virginia,308.4,0,63.2,10.3,7,145.7,867
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,77822.13,2025-02-17,2025-05-15,Virginia,278.1,0,93.0,2.2,5,140.3,451
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,60076.0,2024-11-25,2025-01-03,Massachusetts,347.7,0,96.5,2.8,5,166.5,523
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,68892.19,2023-12-22,2024-01-17,Florida,285.7,0,63.9,2.0,5,140.1,639
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,44140.78,2024-08-11,2024-09-07,Arizona,289.8,0,94.9,6.3,5,165.4,443
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,78518.83,2024-01-14,2024-04-05,Florida,337.6,0,84.6,7.4,5,156.1,600
Tesla Model S,Performance,Ultra Red,Electric,Automatic,79284.97,2023-06-08,2023-07-25,Connecticut,377.2,0,87.7,7.0,5,165.9,585
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,137387.42,2024-12-16,2025-01-07,Arizona,311.3,0,89.3,10.8,7,143.2,609
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,65067.61,2023-08-24,2023-10-03,California,327.7,0,61.5,3.6,7,145.3,860
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,79869.14,2025-02-13,2025-02-14,Texas,377.2,0,73.8,0.6,5,144.4,630
Tesla Model S,Long Range,Solid Black,Electric,Automatic,113678.58,2024-12-30,2025-01-24,New York,374.0,0,88.1,7.0,5,168.5,438
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,220538.13,2024-01-08,2024-02-06,Oregon,405.3,0,99.9,6.0,5,156.2,449
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,66747.11,2024-11-06,2025-01-03,Texas,471.0,0,88.5,10.4,5,143.3,528
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,107846.81,2024-09-07,2024-12-05,Nevada,327.2,0,71.4,7.0,7,152.7,575
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,61441.39,2024-08-31,2024-11-15,New Jersey,345.2,0,69.3,2.2,5,166.6,610
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,43621.69,2024-01-16,2024-02-16,Oregon,296.6,0,94.0,9.1,5,152.3,457
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,47893.19,2024-02-13,2024-02-16,Florida,273.4,0,80.3,4.3,5,153.1,550
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,101282.71,2025-02-28,2025-05-03,Maryland,348.0,0,69.4,8.5,7,153.5,594
Tesla Model Y,Plaid,Solid Black,Electric,Automatic,58158.76,2024-04-13,2024-05-25,Connecticut,284.9,0,99.2,2.9,7,154.9,458
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,51921.53,2024-12-07,2024-12-23,Colorado,293.7,0,65.9,11.6,7,145.7,752
Tesla Model Y,Performance,Solid Black,Electric,Automatic,62906.37,2024-03-02,2024-03-17,Massachusetts,293.6,0,77.7,1.1,7,142.2,696
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,49184.56,2024-10-19,2024-12-31,New York,316.3,0,99.7,7.4,5,164.1,462
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,81451.48,2023-08-18,2023-09-23,New Jersey,382.7,0,74.9,11.7,5,140.7,487
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,110324.24,2024-07-20,2024-08-18,Nevada,330.4,0,64.7,7.2,5,165.2,532
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,113930.42,2024-12-30,2025-01-22,Maryland,339.8,0,94.1,3.9,7,169.6,458
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,89780.34,2024-12-03,2024-12-20,Illinois,379.2,0,84.1,3.4,5,165.8,598
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,74821.08,2023-06-04,2023-07-17,California,438.3,0,82.7,4.4,5,168.4,607
Tesla Model X,Plaid,Midnight Silver Metallic,Electric,Automatic,86064.37,2024-04-09,2024-05-10,Colorado,318.3,0,97.7,10.7,7,165.5,522
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,137791.55,2023-04-30,2023-05-28,Oregon,323.2,0,98.8,4.9,7,159.5,874
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,75524.14,2025-02-19,2025-04-29,Virginia,332.4,0,71.4,3.2,5,163.5,532
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,90711.99,2023-12-16,2024-02-23,New Jersey,336.0,0,71.8,3.2,5,148.8,538
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,50690.66,2025-03-19,2025-04-20,Virginia,437.4,0,87.5,3.5,5,154.9,426
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,112582.12,2023-12-17,2024-03-14,New York,338.2,0,93.8,5.1,5,158.0,534
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,52708.63,2023-07-14,2023-09-02,Virginia,277.2,0,96.6,6.2,7,167.1,588
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,59491.66,2024-04-01,2024-05-06,Colorado,421.4,0,89.7,10.9,5,149.7,629
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,40731.23,2023-06-27,2023-07-19,Colorado,300.8,0,86.2,5.8,5,168.6,540
Tesla Model S,Performance,Pearl White,Electric,Automatic,79072.26,2025-02-24,2025-03-22,Washington,363.8,0,83.1,2.1,5,169.0,509
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,75425.82,2025-02-05,2025-04-05,Connecticut,330.2,0,97.0,2.5,5,159.6,633
Tesla Cybertruck,Standard Range,Deep Blue Metallic,Electric,Automatic,61847.55,2024-02-27,2024-04-06,Florida,403.5,0,88.6,8.2,5,156.1,436
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,56665.08,2023-11-23,2024-01-17,New Jersey,258.3,0,99.7,4.4,5,154.1,536
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,134575.56,2024-08-20,2024-09-29,Massachusetts,325.4,0,90.2,1.4,7,169.1,473
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44151.78,2024-02-07,2024-02-13,Connecticut,315.6,0,66.8,1.6,7,168.5,899
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,97082.74,2023-09-09,2023-09-29,Oregon,337.0,0,96.6,10.1,7,145.6,518
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,44156.16,2024-03-01,2024-04-22,Washington,263.4,0,79.5,7.2,7,169.9,720
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,246947.48,2023-08-01,2023-09-12,Texas,522.6,0,81.1,9.4,5,156.2,470
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,57996.65,2025-03-17,2025-03-29,Connecticut,316.3,0,88.0,0.6,7,142.3,592
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,53865.75,2023-08-18,2023-09-26,Colorado,299.3,0,67.3,8.5,5,151.9,638
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,98859.81,2024-12-17,2025-02-20,Massachusetts,382.4,0,87.6,1.7,5,162.5,437
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,65903.99,2023-11-23,2024-01-04,Connecticut,422.4,0,92.9,10.2,5,164.2,510
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,89646.71,2023-07-17,2023-08-21,Massachusetts,404.1,0,70.1,10.8,5,146.3,606
Tesla Model Y,Plaid,Deep Blue Metallic,Electric,Automatic,51643.74,2023-04-25,2023-05-31,New York,308.2,0,79.0,4.5,7,156.2,588
